panel	variant	file	provider	seed	width	height	bytes	created	status	note	stage
014-03	v09	assets/art/panels/014-03/v09-storyboard-svg.svg	storyboard-svg		1200	800	18803	2026-09-13T01:34:47+00:00	candidate		storyboard
014-04	v01	assets/art/panels/014-04/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	197582	2026-09-05T22:24:36+00:00	candidate		refined
014-04	v02	assets/art/panels/014-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	12903	2026-09-07T14:11:23+00:00	candidate		storyboard
014-04	v03	assets/art/panels/014-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	4750	2026-09-07T14:13:13+00:00	candidate		storyboard
014-04	v04	assets/art/panels/014-04/v04-panel-fit.svg	panel-fit		1200	800	264158	2026-09-09T02:11:22+00:00	chosen	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
014-04	v05	assets/art/panels/014-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	5977	2026-09-12T21:18:26+00:00	candidate		storyboard
014-04	v06	assets/art/panels/014-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	11088	2026-09-12T23:00:59+00:00	candidate		storyboard
014-04	v07	assets/art/panels/014-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	11124	2026-09-12T23:55:10+00:00	candidate		storyboard
014-04	v08	assets/art/panels/014-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	12275	2026-09-13T00:10:05+00:00	candidate		storyboard
014-04	v09	assets/art/panels/014-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	15872	2026-09-13T00:25:40+00:00	candidate		storyboard
014-04	v10	assets/art/panels/014-04/v10-storyboard-svg.svg	storyboard-svg		1200	800	16425	2026-09-13T01:34:47+00:00	candidate		storyboard
014-05	v01	assets/art/panels/014-05/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	200074	2026-09-05T18:57:46+00:00	candidate		refined
014-05	v02	assets/art/panels/014-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	13114	2026-09-07T14:11:23+00:00	candidate		storyboard
014-05	v03	assets/art/panels/014-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	6161	2026-09-07T14:13:13+00:00	candidate		storyboard
014-05	v04	assets/art/panels/014-05/v04-panel-fit.svg	panel-fit		1200	800	267482	2026-09-09T02:11:23+00:00	chosen	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
014-05	v05	assets/art/panels/014-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	6665	2026-09-12T21:18:26+00:00	candidate		storyboard
014-05	v06	assets/art/panels/014-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	11602	2026-09-12T23:00:59+00:00	candidate		storyboard
014-05	v07	assets/art/panels/014-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	11638	2026-09-12T23:55:10+00:00	candidate		storyboard
014-05	v08	assets/art/panels/014-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	12789	2026-09-13T00:10:05+00:00	candidate		storyboard
014-05	v09	assets/art/panels/014-05/v09-storyboard-svg.svg	storyboard-svg		1200	800	16386	2026-09-13T00:25:40+00:00	candidate		storyboard
014-05	v10	assets/art/panels/014-05/v10-storyboard-svg.svg	storyboard-svg		1200	800	16671	2026-09-13T01:34:47+00:00	candidate		storyboard
014-06	v01	assets/art/panels/014-06/v01-storyboard-svg.svg	storyboard-svg		1200	800	4310	2026-09-07T16:08:41+00:00	candidate		storyboard
014-06	v02	assets/art/panels/014-06/v02-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	179012	2026-09-11T02:23:24+00:00	chosen	Promoted from local candidate bec634b148fa.	refined
014-06	v03	assets/art/panels/014-06/v03-storyboard-svg.svg	storyboard-svg		1200	800	4707	2026-09-12T21:18:26+00:00	candidate		storyboard
014-06	v04	assets/art/panels/014-06/v04-storyboard-svg.svg	storyboard-svg		1200	800	8145	2026-09-12T23:00:59+00:00	candidate		storyboard
014-06	v05	assets/art/panels/014-06/v05-storyboard-svg.svg	storyboard-svg		1200	800	7288	2026-09-12T23:15:36+00:00	candidate		storyboard
014-06	v06	assets/art/panels/014-06/v06-storyboard-svg.svg	storyboard-svg		1200	800	7324	2026-09-12T23:55:10+00:00	candidate		storyboard
014-06	v07	assets/art/panels/014-06/v07-storyboard-svg.svg	storyboard-svg		1200	800	8475	2026-09-13T00:10:05+00:00	candidate		storyboard
014-06	v08	assets/art/panels/014-06/v08-storyboard-svg.svg	storyboard-svg		1200	800	12072	2026-09-13T00:25:40+00:00	candidate		storyboard
014-06	v09	assets/art/panels/014-06/v09-storyboard-svg.svg	storyboard-svg		1200	800	12382	2026-09-13T01:34:47+00:00	candidate		storyboard
015-01	v01	assets/art/panels/015-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	6489	2026-09-07T16:08:41+00:00	candidate		storyboard
015-01	v02	assets/art/panels/015-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	6998	2026-09-12T21:18:26+00:00	candidate		storyboard
015-01	v03	assets/art/panels/015-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	14099	2026-09-12T23:00:59+00:00	candidate		storyboard
015-01	v04	assets/art/panels/015-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	14135	2026-09-12T23:55:10+00:00	candidate		storyboard
015-01	v05	assets/art/panels/015-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	15286	2026-09-13T00:10:05+00:00	candidate		storyboard
015-01	v06	assets/art/panels/015-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	18883	2026-09-13T00:25:40+00:00	candidate		storyboard
015-01	v07	assets/art/panels/015-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	19300	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
015-02	v01	assets/art/panels/015-02/v01-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	457632	2026-09-03T19:02:56+00:00	candidate		refined
015-02	v02	assets/art/panels/015-02/v02-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	277082	2026-09-03T20:57:39+00:00	candidate		refined
015-02	v03	assets/art/panels/015-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	4475	2026-09-07T16:49:07+00:00	candidate		storyboard
015-02	v04	assets/art/panels/015-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	4843	2026-09-07T16:55:03+00:00	chosen		storyboard
015-02	v05	assets/art/panels/015-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	5404	2026-09-12T21:18:26+00:00	candidate		storyboard
015-02	v06	assets/art/panels/015-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	9353	2026-09-12T23:00:59+00:00	candidate		storyboard
015-02	v07	assets/art/panels/015-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	9966	2026-09-12T23:30:36+00:00	candidate		storyboard
015-02	v08	assets/art/panels/015-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	10002	2026-09-12T23:55:10+00:00	candidate		storyboard
015-02	v09	assets/art/panels/015-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	10576	2026-09-13T01:34:47+00:00	candidate		storyboard
015-03	v01	assets/art/panels/015-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	4362	2026-09-07T16:08:41+00:00	candidate		storyboard
015-03	v02	assets/art/panels/015-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	4785	2026-09-12T21:18:26+00:00	candidate		storyboard
015-03	v03	assets/art/panels/015-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	9511	2026-09-12T23:00:59+00:00	candidate		storyboard
015-03	v04	assets/art/panels/015-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	9547	2026-09-12T23:55:10+00:00	candidate		storyboard
015-03	v05	assets/art/panels/015-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	10698	2026-09-13T00:10:05+00:00	candidate		storyboard
015-03	v06	assets/art/panels/015-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	14295	2026-09-13T00:25:40+00:00	candidate		storyboard
015-03	v07	assets/art/panels/015-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	14316	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
015-04	v01	assets/art/panels/015-04/v01-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	401944	2026-09-03T19:04:14+00:00	candidate		refined
015-04	v02	assets/art/panels/015-04/v02-flux2-klein-4b-4001.webp	flux2-klein-4b	4001	1200	800	302022	2026-09-03T20:58:56+00:00	chosen		refined
015-04	v03	assets/art/panels/015-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	7108	2026-09-07T16:49:07+00:00	candidate		storyboard
015-04	v04	assets/art/panels/015-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	7506	2026-09-12T21:18:26+00:00	candidate		storyboard
015-04	v05	assets/art/panels/015-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	11646	2026-09-12T23:00:59+00:00	candidate		storyboard
015-04	v06	assets/art/panels/015-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	11710	2026-09-12T23:55:10+00:00	candidate		storyboard
015-04	v07	assets/art/panels/015-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	13917	2026-09-13T00:10:05+00:00	candidate		storyboard
015-04	v08	assets/art/panels/015-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	20844	2026-09-13T00:25:40+00:00	candidate		storyboard
015-04	v09	assets/art/panels/015-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	20869	2026-09-13T01:34:47+00:00	candidate		storyboard
015-05	v01	assets/art/panels/015-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	9851	2026-09-07T16:08:41+00:00	candidate		storyboard
015-05	v02	assets/art/panels/015-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	10286	2026-09-12T21:18:26+00:00	candidate		storyboard
015-05	v03	assets/art/panels/015-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	22673	2026-09-12T23:00:59+00:00	candidate		storyboard
015-05	v04	assets/art/panels/015-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	21772	2026-09-12T23:15:36+00:00	candidate		storyboard
015-05	v05	assets/art/panels/015-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	21836	2026-09-12T23:55:10+00:00	candidate		storyboard
015-05	v06	assets/art/panels/015-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	24043	2026-09-13T00:10:05+00:00	candidate		storyboard
015-05	v07	assets/art/panels/015-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	30970	2026-09-13T00:25:40+00:00	candidate		storyboard
015-05	v08	assets/art/panels/015-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	31123	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
016-01	v01	assets/art/panels/016-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	5465	2026-09-07T16:49:07+00:00	candidate		storyboard
016-01	v02	assets/art/panels/016-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	6110	2026-09-07T16:55:03+00:00	candidate		storyboard
016-01	v03	assets/art/panels/016-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	6499	2026-09-12T21:18:26+00:00	candidate		storyboard
016-01	v04	assets/art/panels/016-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	8842	2026-09-12T23:00:59+00:00	candidate		storyboard
016-01	v05	assets/art/panels/016-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	8879	2026-09-12T23:55:10+00:00	candidate		storyboard
016-01	v06	assets/art/panels/016-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	9930	2026-09-13T00:10:05+00:00	candidate		storyboard
016-01	v07	assets/art/panels/016-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	13260	2026-09-13T00:25:40+00:00	candidate		storyboard
016-01	v08	assets/art/panels/016-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	14039	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
016-02	v01	assets/art/panels/016-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	6575	2026-09-07T16:49:07+00:00	candidate		storyboard
016-02	v02	assets/art/panels/016-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	7193	2026-09-12T21:18:26+00:00	candidate		storyboard
016-02	v03	assets/art/panels/016-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	11443	2026-09-12T23:00:59+00:00	candidate		storyboard
016-02	v04	assets/art/panels/016-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	11485	2026-09-12T23:55:10+00:00	candidate		storyboard
016-02	v05	assets/art/panels/016-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	12542	2026-09-13T00:10:05+00:00	candidate		storyboard
016-02	v06	assets/art/panels/016-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	15816	2026-09-13T00:25:40+00:00	candidate		storyboard
016-02	v07	assets/art/panels/016-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	15841	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
016-03	v01	assets/art/panels/016-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	4259	2026-09-07T16:49:07+00:00	candidate		storyboard
016-03	v02	assets/art/panels/016-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	4505	2026-09-07T16:55:03+00:00	candidate		storyboard
016-03	v03	assets/art/panels/016-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	4823	2026-09-12T21:18:26+00:00	candidate		storyboard
016-03	v04	assets/art/panels/016-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	6797	2026-09-12T23:00:59+00:00	candidate		storyboard
016-03	v05	assets/art/panels/016-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	6867	2026-09-12T23:55:10+00:00	candidate		storyboard
016-03	v06	assets/art/panels/016-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	8980	2026-09-13T00:10:05+00:00	candidate		storyboard
016-03	v07	assets/art/panels/016-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	15584	2026-09-13T00:25:40+00:00	candidate		storyboard
016-03	v08	assets/art/panels/016-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	15975	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
016-04	v01	assets/art/panels/016-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	4040	2026-09-07T16:49:07+00:00	candidate		storyboard
016-04	v02	assets/art/panels/016-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4297	2026-09-07T16:55:03+00:00	candidate		storyboard
016-04	v03	assets/art/panels/016-04/v03-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	179570	2026-09-11T02:27:34+00:00	chosen	Promoted from local candidate 845b2319675b.	refined
016-04	v04	assets/art/panels/016-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	5339	2026-09-12T21:18:26+00:00	candidate		storyboard
016-04	v05	assets/art/panels/016-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	8661	2026-09-12T23:00:59+00:00	candidate		storyboard
016-04	v06	assets/art/panels/016-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	8703	2026-09-12T23:55:10+00:00	candidate		storyboard
016-04	v07	assets/art/panels/016-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	9760	2026-09-13T00:10:05+00:00	candidate		storyboard
016-04	v08	assets/art/panels/016-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	13034	2026-09-13T00:25:40+00:00	candidate		storyboard
016-04	v09	assets/art/panels/016-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	13425	2026-09-13T01:34:47+00:00	candidate		storyboard
016-05	v01	assets/art/panels/016-05/v01-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	181504	2026-09-05T18:58:49+00:00	candidate		refined
016-05	v02	assets/art/panels/016-05/v02-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	832	1216	231850	2026-09-05T19:12:51+00:00	candidate		refined
016-05	v03	assets/art/panels/016-05/v03-flux2-klein-4b-20step-1001.webp	flux2-klein-4b-20step	1001	1200	800	213800	2026-09-05T19:23:23+00:00	candidate		refined
016-05	v04	assets/art/panels/016-05/v04-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	174538	2026-09-05T19:54:04+00:00	candidate	drawn 5 Sep 2026 with the reverted panel-first prompt arrangement, not the committed composer	refined
016-05	v05	assets/art/panels/016-05/v05-flux2-klein-4b-1001.webp	flux2-klein-4b	1001	1200	800	221708	2026-09-05T20:44:03+00:00	candidate	drawn 5 Sep 2026 with the reverted conditional-register clause, not the committed one	refined
016-05	v06	assets/art/panels/016-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	7036	2026-09-07T16:49:07+00:00	candidate		storyboard
016-05	v07	assets/art/panels/016-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	9433	2026-09-07T16:55:03+00:00	candidate		storyboard
016-05	v08	assets/art/panels/016-05/v08-panel-fit.svg	panel-fit		1200	800	296326	2026-09-09T02:11:23+00:00	chosen	Textured off-white outer border removed; visually reviewed; original model bytes retained. 8px allowance clears irregular edges; centered 3:2 framing.	refined
016-05	v09	assets/art/panels/016-05/v09-storyboard-svg.svg	storyboard-svg		1200	800	9810	2026-09-12T21:18:26+00:00	candidate		storyboard
016-05	v10	assets/art/panels/016-05/v10-storyboard-svg.svg	storyboard-svg		1200	800	20121	2026-09-12T23:00:59+00:00	candidate		storyboard
016-05	v11	assets/art/panels/016-05/v11-storyboard-svg.svg	storyboard-svg		1200	800	19264	2026-09-12T23:15:36+00:00	candidate		storyboard
016-05	v12	assets/art/panels/016-05/v12-storyboard-svg.svg	storyboard-svg		1200	800	19267	2026-09-12T23:17:49+00:00	candidate		storyboard
016-05	v13	assets/art/panels/016-05/v13-storyboard-svg.svg	storyboard-svg		1200	800	19453	2026-09-12T23:55:10+00:00	candidate		storyboard
016-05	v14	assets/art/panels/016-05/v14-storyboard-svg.svg	storyboard-svg		1200	800	20599	2026-09-13T01:34:47+00:00	candidate		storyboard
017-01	v01	assets/art/panels/017-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	4147	2026-09-07T16:49:07+00:00	candidate		storyboard
017-01	v02	assets/art/panels/017-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	4404	2026-09-07T16:55:03+00:00	candidate		storyboard
017-01	v03	assets/art/panels/017-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	5223	2026-09-12T21:18:26+00:00	candidate		storyboard
017-01	v04	assets/art/panels/017-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	7760	2026-09-12T23:00:59+00:00	candidate		storyboard
017-01	v05	assets/art/panels/017-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	7800	2026-09-12T23:55:10+00:00	candidate		storyboard
017-01	v06	assets/art/panels/017-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	8799	2026-09-13T00:10:06+00:00	candidate		storyboard
017-01	v07	assets/art/panels/017-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	11922	2026-09-13T00:25:40+00:00	candidate		storyboard
017-01	v08	assets/art/panels/017-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	12313	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
017-02	v01	assets/art/panels/017-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4434	2026-09-07T16:49:07+00:00	candidate		storyboard
017-02	v02	assets/art/panels/017-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4680	2026-09-07T16:55:03+00:00	candidate		storyboard
017-02	v03	assets/art/panels/017-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5148	2026-09-12T21:18:26+00:00	candidate		storyboard
017-02	v04	assets/art/panels/017-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	10251	2026-09-12T23:00:59+00:00	candidate		storyboard
017-02	v05	assets/art/panels/017-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	9988	2026-09-12T23:15:36+00:00	candidate		storyboard
017-02	v06	assets/art/panels/017-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	10634	2026-09-12T23:30:36+00:00	candidate		storyboard
017-02	v07	assets/art/panels/017-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	10701	2026-09-12T23:55:10+00:00	candidate		storyboard
017-02	v08	assets/art/panels/017-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	12768	2026-09-13T00:10:06+00:00	candidate		storyboard
017-02	v09	assets/art/panels/017-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	19270	2026-09-13T00:25:40+00:00	candidate		storyboard
017-02	v10	assets/art/panels/017-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	19660	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
017-03	v01	assets/art/panels/017-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	5046	2026-09-07T16:49:07+00:00	candidate		storyboard
017-03	v02	assets/art/panels/017-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	5414	2026-09-07T16:55:03+00:00	candidate		storyboard
017-03	v03	assets/art/panels/017-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	6925	2026-09-12T21:18:26+00:00	candidate		storyboard
017-03	v04	assets/art/panels/017-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	12768	2026-09-12T23:00:59+00:00	candidate		storyboard
017-03	v05	assets/art/panels/017-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	12835	2026-09-12T23:55:10+00:00	candidate		storyboard
017-03	v06	assets/art/panels/017-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	14902	2026-09-13T00:10:06+00:00	candidate		storyboard
017-03	v07	assets/art/panels/017-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	21404	2026-09-13T00:25:40+00:00	candidate		storyboard
017-03	v08	assets/art/panels/017-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	21793	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
017-04	v01	assets/art/panels/017-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	4440	2026-09-07T16:49:07+00:00	candidate		storyboard
017-04	v02	assets/art/panels/017-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4686	2026-09-07T16:55:03+00:00	candidate		storyboard
017-04	v03	assets/art/panels/017-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	5764	2026-09-12T21:18:26+00:00	candidate		storyboard
017-04	v04	assets/art/panels/017-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	10573	2026-09-12T23:00:59+00:00	candidate		storyboard
017-04	v05	assets/art/panels/017-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	10613	2026-09-12T23:55:10+00:00	candidate		storyboard
017-04	v06	assets/art/panels/017-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	11612	2026-09-13T00:10:06+00:00	candidate		storyboard
017-04	v07	assets/art/panels/017-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	14735	2026-09-13T00:25:40+00:00	candidate		storyboard
017-04	v08	assets/art/panels/017-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	15126	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
017-05	v01	assets/art/panels/017-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	4766	2026-09-07T16:49:07+00:00	candidate		storyboard
017-05	v02	assets/art/panels/017-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	5134	2026-09-07T16:55:03+00:00	candidate		storyboard
017-05	v03	assets/art/panels/017-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	5573	2026-09-12T21:18:26+00:00	candidate		storyboard
017-05	v04	assets/art/panels/017-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	10781	2026-09-12T23:00:59+00:00	candidate		storyboard
017-05	v05	assets/art/panels/017-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	10849	2026-09-12T23:55:10+00:00	candidate		storyboard
017-05	v06	assets/art/panels/017-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	12904	2026-09-13T00:10:06+00:00	candidate		storyboard
017-05	v07	assets/art/panels/017-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	19357	2026-09-13T00:25:40+00:00	candidate		storyboard
017-05	v08	assets/art/panels/017-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	19929	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
018-01	v01	assets/art/panels/018-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	4555	2026-09-07T16:49:07+00:00	candidate		storyboard
018-01	v02	assets/art/panels/018-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	4801	2026-09-07T16:55:04+00:00	candidate		storyboard
018-01	v03	assets/art/panels/018-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	5196	2026-09-12T21:18:26+00:00	candidate		storyboard
018-01	v04	assets/art/panels/018-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	8996	2026-09-12T23:00:59+00:00	candidate		storyboard
018-01	v05	assets/art/panels/018-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	8733	2026-09-12T23:15:36+00:00	candidate		storyboard
018-01	v06	assets/art/panels/018-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	9379	2026-09-12T23:30:36+00:00	candidate		storyboard
018-01	v07	assets/art/panels/018-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	9469	2026-09-12T23:55:10+00:00	candidate		storyboard
018-01	v08	assets/art/panels/018-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	12601	2026-09-13T00:10:06+00:00	candidate		storyboard
018-01	v09	assets/art/panels/018-01/v09-storyboard-svg.svg	storyboard-svg		1200	800	22433	2026-09-13T00:25:40+00:00	candidate		storyboard
018-01	v10	assets/art/panels/018-01/v10-storyboard-svg.svg	storyboard-svg		1200	800	22824	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
018-02	v01	assets/art/panels/018-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4751	2026-09-07T16:49:07+00:00	candidate		storyboard
018-02	v02	assets/art/panels/018-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4759	2026-09-07T16:55:04+00:00	candidate		storyboard
018-02	v03	assets/art/panels/018-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5548	2026-09-12T21:18:26+00:00	candidate		storyboard
018-02	v04	assets/art/panels/018-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	9909	2026-09-12T23:00:59+00:00	candidate		storyboard
018-02	v05	assets/art/panels/018-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	9646	2026-09-12T23:15:36+00:00	candidate		storyboard
018-02	v06	assets/art/panels/018-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	10292	2026-09-12T23:30:36+00:00	candidate		storyboard
018-02	v07	assets/art/panels/018-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	10356	2026-09-12T23:55:10+00:00	candidate		storyboard
018-02	v08	assets/art/panels/018-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	12475	2026-09-13T00:10:06+00:00	candidate		storyboard
018-02	v09	assets/art/panels/018-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	19184	2026-09-13T00:25:40+00:00	candidate		storyboard
