panel	variant	file	provider	seed	width	height	bytes	created	status	note	stage
018-02	v10	assets/art/panels/018-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	19207	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
018-03	v01	assets/art/panels/018-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	3836	2026-09-07T16:49:07+00:00	candidate		storyboard
018-03	v02	assets/art/panels/018-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	4093	2026-09-07T16:55:04+00:00	candidate		storyboard
018-03	v03	assets/art/panels/018-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	4425	2026-09-12T21:18:26+00:00	candidate		storyboard
018-03	v04	assets/art/panels/018-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	7961	2026-09-12T23:00:59+00:00	candidate		storyboard
018-03	v05	assets/art/panels/018-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	7998	2026-09-12T23:55:10+00:00	candidate		storyboard
018-03	v06	assets/art/panels/018-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	9049	2026-09-13T00:10:06+00:00	candidate		storyboard
018-03	v07	assets/art/panels/018-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	12379	2026-09-13T00:25:40+00:00	candidate		storyboard
018-03	v08	assets/art/panels/018-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	12850	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
018-04	v01	assets/art/panels/018-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	4162	2026-09-07T16:49:07+00:00	candidate		storyboard
018-04	v02	assets/art/panels/018-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4408	2026-09-07T16:55:04+00:00	candidate		storyboard
018-04	v03	assets/art/panels/018-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	4909	2026-09-12T21:18:26+00:00	candidate		storyboard
018-04	v04	assets/art/panels/018-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	8683	2026-09-12T23:00:59+00:00	candidate		storyboard
018-04	v05	assets/art/panels/018-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	7782	2026-09-12T23:15:36+00:00	candidate		storyboard
018-04	v06	assets/art/panels/018-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	7771	2026-09-12T23:17:49+00:00	candidate		storyboard
018-04	v07	assets/art/panels/018-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	7808	2026-09-12T23:55:10+00:00	candidate		storyboard
018-04	v08	assets/art/panels/018-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	8859	2026-09-13T00:10:06+00:00	candidate		storyboard
018-04	v09	assets/art/panels/018-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	12189	2026-09-13T00:25:40+00:00	candidate		storyboard
018-04	v10	assets/art/panels/018-04/v10-storyboard-svg.svg	storyboard-svg		1200	800	12578	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
018-05	v01	assets/art/panels/018-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	2822	2026-09-07T16:49:07+00:00	candidate		storyboard
018-05	v02	assets/art/panels/018-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	2951	2026-09-07T16:55:04+00:00	candidate		storyboard
018-05	v03	assets/art/panels/018-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	3249	2026-09-12T21:18:26+00:00	candidate		storyboard
018-05	v04	assets/art/panels/018-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	5058	2026-09-12T23:00:59+00:00	candidate		storyboard
018-05	v05	assets/art/panels/018-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	5095	2026-09-12T23:55:10+00:00	candidate		storyboard
018-05	v06	assets/art/panels/018-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	6146	2026-09-13T00:10:06+00:00	candidate		storyboard
018-05	v07	assets/art/panels/018-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	9476	2026-09-13T00:25:40+00:00	candidate		storyboard
018-05	v08	assets/art/panels/018-05/v08-storyboard-svg.svg	storyboard-svg		1200	800	9684	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
019-01	v01	assets/art/panels/019-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	3664	2026-09-07T16:49:07+00:00	candidate		storyboard
019-01	v02	assets/art/panels/019-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	3910	2026-09-07T16:55:04+00:00	candidate		storyboard
019-01	v03	assets/art/panels/019-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	5156	2026-09-12T21:18:26+00:00	candidate		storyboard
019-01	v04	assets/art/panels/019-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	6807	2026-09-12T23:00:59+00:00	candidate		storyboard
019-01	v05	assets/art/panels/019-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	6847	2026-09-12T23:55:10+00:00	candidate		storyboard
019-01	v06	assets/art/panels/019-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	7846	2026-09-13T00:10:06+00:00	candidate		storyboard
019-01	v07	assets/art/panels/019-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	10969	2026-09-13T00:25:40+00:00	candidate		storyboard
019-01	v08	assets/art/panels/019-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	11359	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
019-02	v01	assets/art/panels/019-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4378	2026-09-07T16:49:07+00:00	candidate		storyboard
019-02	v02	assets/art/panels/019-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4624	2026-09-07T16:55:04+00:00	candidate		storyboard
019-02	v03	assets/art/panels/019-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5082	2026-09-12T21:18:26+00:00	candidate		storyboard
019-02	v04	assets/art/panels/019-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	10187	2026-09-12T23:00:59+00:00	candidate		storyboard
019-02	v05	assets/art/panels/019-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	9924	2026-09-12T23:15:36+00:00	candidate		storyboard
019-02	v06	assets/art/panels/019-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	10570	2026-09-12T23:30:36+00:00	candidate		storyboard
019-02	v07	assets/art/panels/019-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	10637	2026-09-12T23:55:10+00:00	candidate		storyboard
019-02	v08	assets/art/panels/019-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	12704	2026-09-13T00:10:06+00:00	candidate		storyboard
019-02	v09	assets/art/panels/019-02/v09-storyboard-svg.svg	storyboard-svg		1200	800	19206	2026-09-13T00:25:40+00:00	candidate		storyboard
019-02	v10	assets/art/panels/019-02/v10-storyboard-svg.svg	storyboard-svg		1200	800	19597	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
019-03	v01	assets/art/panels/019-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	6393	2026-09-07T16:49:07+00:00	candidate		storyboard
019-03	v02	assets/art/panels/019-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	6947	2026-09-07T16:55:04+00:00	candidate		storyboard
019-03	v03	assets/art/panels/019-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	8649	2026-09-12T21:18:26+00:00	candidate		storyboard
019-03	v04	assets/art/panels/019-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	15371	2026-09-12T23:00:59+00:00	candidate		storyboard
019-03	v05	assets/art/panels/019-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	15439	2026-09-12T23:55:10+00:00	candidate		storyboard
019-03	v06	assets/art/panels/019-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	17494	2026-09-13T00:10:06+00:00	candidate		storyboard
019-03	v07	assets/art/panels/019-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	23947	2026-09-13T00:25:40+00:00	candidate		storyboard
019-03	v08	assets/art/panels/019-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	24704	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
019-04	v01	assets/art/panels/019-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	2539	2026-09-07T16:49:07+00:00	candidate		storyboard
019-04	v02	assets/art/panels/019-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	2668	2026-09-07T16:55:04+00:00	candidate		storyboard
019-04	v03	assets/art/panels/019-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	2994	2026-09-12T21:18:26+00:00	candidate		storyboard
019-04	v04	assets/art/panels/019-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	4803	2026-09-12T23:00:59+00:00	candidate		storyboard
019-04	v05	assets/art/panels/019-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	4840	2026-09-12T23:55:10+00:00	candidate		storyboard
019-04	v06	assets/art/panels/019-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	5891	2026-09-13T00:10:06+00:00	candidate		storyboard
019-04	v07	assets/art/panels/019-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	9221	2026-09-13T00:25:40+00:00	candidate		storyboard
019-04	v08	assets/art/panels/019-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	9404	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
019-05	v01	assets/art/panels/019-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	2668	2026-09-07T16:49:07+00:00	candidate		storyboard
019-05	v02	assets/art/panels/019-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	3110	2026-09-12T21:18:26+00:00	candidate		storyboard
019-05	v03	assets/art/panels/019-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	4837	2026-09-12T23:00:59+00:00	candidate		storyboard
019-05	v04	assets/art/panels/019-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	4874	2026-09-12T23:55:10+00:00	candidate		storyboard
019-05	v05	assets/art/panels/019-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	5925	2026-09-13T00:10:06+00:00	candidate		storyboard
019-05	v06	assets/art/panels/019-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	9255	2026-09-13T00:25:40+00:00	candidate		storyboard
019-05	v07	assets/art/panels/019-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	9280	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
020-01	v01	assets/art/panels/020-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	4603	2026-09-07T16:49:07+00:00	candidate		storyboard
020-01	v02	assets/art/panels/020-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	4971	2026-09-07T16:55:04+00:00	candidate		storyboard
020-01	v03	assets/art/panels/020-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	6436	2026-09-12T21:18:26+00:00	candidate		storyboard
020-01	v04	assets/art/panels/020-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	11485	2026-09-12T23:00:59+00:00	candidate		storyboard
020-01	v05	assets/art/panels/020-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	11553	2026-09-12T23:55:10+00:00	candidate		storyboard
020-01	v06	assets/art/panels/020-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	13608	2026-09-13T00:10:06+00:00	candidate		storyboard
020-01	v07	assets/art/panels/020-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	20061	2026-09-13T00:25:40+00:00	candidate		storyboard
020-01	v08	assets/art/panels/020-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	20635	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
020-02	v01	assets/art/panels/020-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4533	2026-09-07T16:49:07+00:00	candidate		storyboard
020-02	v02	assets/art/panels/020-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4822	2026-09-07T16:55:05+00:00	candidate		storyboard
020-02	v03	assets/art/panels/020-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5439	2026-09-12T21:18:26+00:00	candidate		storyboard
020-02	v04	assets/art/panels/020-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	11086	2026-09-12T23:00:59+00:00	candidate		storyboard
020-02	v05	assets/art/panels/020-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	11126	2026-09-12T23:55:10+00:00	candidate		storyboard
020-02	v06	assets/art/panels/020-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	12125	2026-09-13T00:10:06+00:00	candidate		storyboard
020-02	v07	assets/art/panels/020-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	15248	2026-09-13T00:25:40+00:00	candidate		storyboard
020-02	v08	assets/art/panels/020-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	15614	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
020-03	v01	assets/art/panels/020-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	3624	2026-09-07T16:49:08+00:00	candidate		storyboard
020-03	v02	assets/art/panels/020-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	3870	2026-09-07T16:55:05+00:00	candidate		storyboard
020-03	v03	assets/art/panels/020-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	4370	2026-09-12T21:18:26+00:00	candidate		storyboard
020-03	v04	assets/art/panels/020-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	6721	2026-09-12T23:00:59+00:00	candidate		storyboard
020-03	v05	assets/art/panels/020-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	6758	2026-09-12T23:55:10+00:00	candidate		storyboard
020-03	v06	assets/art/panels/020-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	7809	2026-09-13T00:10:06+00:00	candidate		storyboard
020-03	v07	assets/art/panels/020-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	11139	2026-09-13T00:25:40+00:00	candidate		storyboard
020-03	v08	assets/art/panels/020-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	11530	2026-09-13T01:34:47+00:00	chosen	Semantic font key; reviewed source and lettering geometry.	storyboard
020-04	v01	assets/art/panels/020-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	4980	2026-09-07T16:49:08+00:00	candidate		storyboard
020-04	v02	assets/art/panels/020-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	5458	2026-09-07T16:55:05+00:00	candidate		storyboard
020-04	v03	assets/art/panels/020-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	5540	2026-09-07T17:01:43+00:00	candidate		storyboard
020-04	v04	assets/art/panels/020-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	5883	2026-09-12T21:18:26+00:00	candidate		storyboard
020-04	v05	assets/art/panels/020-04/v05-storyboard-svg.svg	storyboard-svg		1200	800	8511	2026-09-12T23:00:59+00:00	candidate		storyboard
020-04	v06	assets/art/panels/020-04/v06-storyboard-svg.svg	storyboard-svg		1200	800	8579	2026-09-12T23:55:10+00:00	candidate		storyboard
020-04	v07	assets/art/panels/020-04/v07-storyboard-svg.svg	storyboard-svg		1200	800	10634	2026-09-13T00:10:06+00:00	candidate		storyboard
020-04	v08	assets/art/panels/020-04/v08-storyboard-svg.svg	storyboard-svg		1200	800	17087	2026-09-13T00:25:40+00:00	candidate		storyboard
020-04	v09	assets/art/panels/020-04/v09-storyboard-svg.svg	storyboard-svg		1200	800	17659	2026-09-13T01:34:47+00:00	candidate		storyboard
020-05	v01	assets/art/panels/020-05/v01-storyboard-svg.svg	storyboard-svg		1200	800	11240	2026-09-07T16:49:08+00:00	candidate		storyboard
020-05	v02	assets/art/panels/020-05/v02-storyboard-svg.svg	storyboard-svg		1200	800	11940	2026-09-12T21:18:26+00:00	candidate		storyboard
020-05	v03	assets/art/panels/020-05/v03-storyboard-svg.svg	storyboard-svg		1200	800	21270	2026-09-12T23:00:59+00:00	candidate		storyboard
020-05	v04	assets/art/panels/020-05/v04-storyboard-svg.svg	storyboard-svg		1200	800	21307	2026-09-12T23:55:10+00:00	candidate		storyboard
020-05	v05	assets/art/panels/020-05/v05-storyboard-svg.svg	storyboard-svg		1200	800	22362	2026-09-13T00:10:06+00:00	candidate		storyboard
020-05	v06	assets/art/panels/020-05/v06-storyboard-svg.svg	storyboard-svg		1200	800	25692	2026-09-13T00:25:40+00:00	candidate		storyboard
020-05	v07	assets/art/panels/020-05/v07-storyboard-svg.svg	storyboard-svg		1200	800	25717	2026-09-13T01:34:47+00:00	candidate		storyboard
021-01	v01	assets/art/panels/021-01/v01-storyboard-svg.svg	storyboard-svg		1200	800	4218	2026-09-07T16:49:08+00:00	candidate		storyboard
021-01	v02	assets/art/panels/021-01/v02-storyboard-svg.svg	storyboard-svg		1200	800	4586	2026-09-07T16:55:05+00:00	candidate		storyboard
021-01	v03	assets/art/panels/021-01/v03-storyboard-svg.svg	storyboard-svg		1200	800	5119	2026-09-12T21:18:26+00:00	candidate		storyboard
021-01	v04	assets/art/panels/021-01/v04-storyboard-svg.svg	storyboard-svg		1200	800	8094	2026-09-12T23:00:59+00:00	candidate		storyboard
021-01	v05	assets/art/panels/021-01/v05-storyboard-svg.svg	storyboard-svg		1200	800	8162	2026-09-12T23:55:10+00:00	candidate		storyboard
021-01	v06	assets/art/panels/021-01/v06-storyboard-svg.svg	storyboard-svg		1200	800	10217	2026-09-13T00:10:06+00:00	candidate		storyboard
021-01	v07	assets/art/panels/021-01/v07-storyboard-svg.svg	storyboard-svg		1200	800	16670	2026-09-13T00:25:40+00:00	candidate		storyboard
021-01	v08	assets/art/panels/021-01/v08-storyboard-svg.svg	storyboard-svg		1200	800	17241	2026-09-13T01:34:47+00:00	candidate		storyboard
021-02	v01	assets/art/panels/021-02/v01-storyboard-svg.svg	storyboard-svg		1200	800	4416	2026-09-07T16:49:08+00:00	candidate		storyboard
021-02	v02	assets/art/panels/021-02/v02-storyboard-svg.svg	storyboard-svg		1200	800	4784	2026-09-07T16:55:05+00:00	candidate		storyboard
021-02	v03	assets/art/panels/021-02/v03-storyboard-svg.svg	storyboard-svg		1200	800	5411	2026-09-12T21:18:26+00:00	candidate		storyboard
021-02	v04	assets/art/panels/021-02/v04-storyboard-svg.svg	storyboard-svg		1200	800	8386	2026-09-12T23:00:59+00:00	candidate		storyboard
021-02	v05	assets/art/panels/021-02/v05-storyboard-svg.svg	storyboard-svg		1200	800	8423	2026-09-12T23:55:10+00:00	candidate		storyboard
021-02	v06	assets/art/panels/021-02/v06-storyboard-svg.svg	storyboard-svg		1200	800	9474	2026-09-13T00:10:06+00:00	candidate		storyboard
021-02	v07	assets/art/panels/021-02/v07-storyboard-svg.svg	storyboard-svg		1200	800	12804	2026-09-13T00:25:40+00:00	candidate		storyboard
021-02	v08	assets/art/panels/021-02/v08-storyboard-svg.svg	storyboard-svg		1200	800	13437	2026-09-13T01:34:47+00:00	candidate		storyboard
021-03	v01	assets/art/panels/021-03/v01-storyboard-svg.svg	storyboard-svg		1200	800	5519	2026-09-07T16:49:08+00:00	candidate		storyboard
021-03	v02	assets/art/panels/021-03/v02-storyboard-svg.svg	storyboard-svg		1200	800	5913	2026-09-07T16:55:05+00:00	candidate		storyboard
021-03	v03	assets/art/panels/021-03/v03-storyboard-svg.svg	storyboard-svg		1200	800	6415	2026-09-12T21:18:26+00:00	candidate		storyboard
021-03	v04	assets/art/panels/021-03/v04-storyboard-svg.svg	storyboard-svg		1200	800	12386	2026-09-12T23:00:59+00:00	candidate		storyboard
021-03	v05	assets/art/panels/021-03/v05-storyboard-svg.svg	storyboard-svg		1200	800	12476	2026-09-12T23:55:10+00:00	candidate		storyboard
021-03	v06	assets/art/panels/021-03/v06-storyboard-svg.svg	storyboard-svg		1200	800	15608	2026-09-13T00:10:06+00:00	candidate		storyboard
021-03	v07	assets/art/panels/021-03/v07-storyboard-svg.svg	storyboard-svg		1200	800	25440	2026-09-13T00:25:40+00:00	candidate		storyboard
021-03	v08	assets/art/panels/021-03/v08-storyboard-svg.svg	storyboard-svg		1200	800	25989	2026-09-13T01:34:47+00:00	candidate		storyboard
021-04	v01	assets/art/panels/021-04/v01-storyboard-svg.svg	storyboard-svg		1200	800	4481	2026-09-07T16:49:08+00:00	candidate		storyboard
021-04	v02	assets/art/panels/021-04/v02-storyboard-svg.svg	storyboard-svg		1200	800	4727	2026-09-07T16:55:05+00:00	candidate		storyboard
021-04	v03	assets/art/panels/021-04/v03-storyboard-svg.svg	storyboard-svg		1200	800	5854	2026-09-12T21:18:26+00:00	candidate		storyboard
021-04	v04	assets/art/panels/021-04/v04-storyboard-svg.svg	storyboard-svg		1200	800	10837	2026-09-12T23:00:59+00:00	candidate		storyboard
